City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,loch garman,52.3342,-6.4575,12.16,96,100,4.92,IE,1699923528
364,robertsport,6.7533,-11.3686,27.36,80,100,2.01,LR,1699923528
365,denison,33.7557,-96.5367,15.44,59,0,0.0,US,1699923528
366,gofitskoye,45.0792,43.0464,9.37,71,100,7.93,RU,1699923528
367,liuduzhai,27.3661,110.935,8.21,77,55,0.25,CN,1699923529
368,yaring,6.8662,101.3689,28.49,81,100,2.48,TH,1699923529
369,eyl,7.9803,49.8164,26.75,78,36,5.37,SO,1699923529
370,sarupathar,26.1984,93.8094,18.4,86,16,0.79,IN,1699923529
371,cadale,2.7603,46.3222,27.63,75,100,1.75,SO,1699923529
372,saue,59.3203,24.5525,1.0,86,100,2.57,EE,1699923529
373,minas de marcona,-15.2119,-75.1103,14.48,87,67,5.82,PE,1699923290
374,beau vallon,-20.4189,57.6953,23.45,94,75,1.54,MU,1699923445
375,ciudad lazaro cardenas,17.9583,-102.2,27.49,78,97,3.06,MX,1699923529
376,tolanaro,-25.0319,46.9987,22.04,88,40,2.06,MG,1699923529
377,wenatchee,47.4235,-120.3103,11.21,52,0,6.17,US,1699923529
378,magadan,59.5667,150.8,-14.05,73,75,5.64,RU,1699923336
379,i-n-salah,27.1935,2.4607,20.17,31,0,5.12,DZ,1699923529
380,baker city,44.7749,-117.8344,8.84,69,75,2.06,US,1699923505
381,lihue,21.9789,-159.3672,28.58,79,100,6.17,US,1699923529
382,agat village,13.3886,144.6585,31.52,76,75,8.23,GU,1699923529
383,villa gonzalez ortega,22.5,-101.9167,15.94,71,86,6.93,MX,1699923530
384,gargalianoi,37.0667,21.6333,14.64,78,6,4.26,GR,1699923530
385,altay,47.8667,88.1167,-5.54,84,80,2.7,CN,1699923530
386,solnechnyy,50.7214,136.6319,-14.43,72,9,1.05,RU,1699923530
387,myeik,12.4333,98.6,26.63,81,36,1.95,MM,1699923530
388,kendari,-3.945,122.4989,30.06,67,43,0.45,ID,1699923530
389,brisas de zicatela,15.8369,-97.0419,27.76,75,100,1.45,MX,1699923530
390,nizhnesortymskiy,62.4397,71.7603,-10.35,91,100,4.54,RU,1699923530
391,guiglo,6.5456,-7.4966,22.73,95,10,0.67,CI,1699923530
392,darwin,-12.4611,130.8418,32.16,65,75,1.54,AU,1699923530
393,piracuruca,-3.9281,-41.7092,24.95,83,56,2.19,BR,1699923531
394,gidam,18.9833,81.4,17.8,74,100,1.16,IN,1699923531
395,hutchinson,38.0608,-97.9298,12.97,66,0,2.57,US,1699923237
396,bamboo flat,11.7,92.7167,25.05,94,100,1.03,IN,1699923531
397,neryungri,56.6709,124.6491,-14.49,88,100,0.07,RU,1699923531
398,nanga eboko,4.6833,12.3667,20.71,98,100,0.76,CM,1699923531
399,mount pearl,47.5166,-52.7813,0.08,82,75,3.6,CA,1699923531
400,sniatyn,48.4469,25.5694,3.19,75,28,1.92,UA,1699923531
401,jayapura,-2.5333,140.7,29.66,71,97,1.09,ID,1699923531
402,ad dilam,23.9915,47.1627,22.23,45,100,2.22,SA,1699923531
403,prince rupert,54.3161,-130.3201,6.83,78,75,2.57,CA,1699923531
404,ust-tsilma,65.441,52.1498,-5.22,95,100,1.34,RU,1699923531
405,amahai,-3.3333,128.9167,29.27,70,43,0.74,ID,1699923531
406,kavieng,-2.5744,150.7967,28.64,67,100,0.97,PG,1699923531
407,valparaiso,-33.0393,-71.6273,15.8,55,0,5.66,CL,1699923531
408,novodvinsk,64.4165,40.8122,-3.45,91,96,3.04,RU,1699923379
409,tanjungtiram,4.0613,98.3699,23.96,96,100,2.66,ID,1699923532
410,mar del plata,-38.0023,-57.5575,15.53,47,0,8.05,AR,1699922777
411,karbala,32.616,44.0249,22.19,31,86,1.11,IQ,1699923532
412,puerto armuelles,8.2833,-82.8667,28.98,84,100,3.13,PA,1699923532
413,kalaleh,37.3807,55.4916,12.78,76,0,0.0,IR,1699923532
414,feijo,-8.1642,-70.3536,23.28,96,69,0.64,BR,1699923532
415,colonia,50.9333,6.95,12.71,76,20,7.72,DE,1699923527
416,newman,37.3138,-121.0208,23.19,48,99,0.45,US,1699923485
417,hermoso campo,-27.6082,-61.3444,21.64,94,95,2.85,AR,1699923532
418,yegor'yevsk,55.3783,39.0411,5.48,96,100,5.36,RU,1699923532
419,tuy hoa,13.0833,109.3,26.1,90,90,5.43,VN,1699923532
420,zouerate,22.7187,-12.4521,24.4,16,9,4.67,MR,1699923533
421,al fqih ben calah,32.5009,-6.6906,19.53,37,6,1.27,MA,1699923533
422,severo-yeniseyskiy,60.3725,93.0408,-10.64,94,100,3.49,RU,1699923533
423,pyapon,16.2833,95.6833,25.61,88,96,2.55,MM,1699923533
424,fort dodge,42.4975,-94.168,13.0,33,0,2.57,US,1699923507
425,grambling,32.5276,-92.714,14.96,77,100,2.06,US,1699923533
426,kupang,-10.1667,123.5833,32.32,62,20,2.57,ID,1699923533
427,fos-sur-mer,43.4377,4.9446,14.25,94,75,1.03,FR,1699923533
428,aquidaba,-10.2814,-37.0186,20.38,94,100,2.4,BR,1699923533
429,harstad,68.799,16.5293,-2.99,70,3,5.36,NO,1699923454
430,savanna-la-mar,18.219,-78.1332,28.97,89,8,1.99,JM,1699923533
431,canasgordas,6.7499,-76.0254,18.94,99,98,1.22,CO,1699923533
432,la sarre,48.8002,-79.1996,0.49,99,100,3.58,CA,1699923533
433,bage,-31.3314,-54.1069,18.88,100,100,3.09,BR,1699923533
434,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-3.84,84,100,5.75,RU,1699923427
435,pervomayskoye,43.919,46.7102,10.54,95,14,4.26,RU,1699923414
436,whakatane,-37.9585,176.9854,20.49,73,100,3.13,NZ,1699923242
437,yarmouth,41.7057,-70.2286,4.52,84,100,1.34,US,1699923534
438,axim,4.8699,-2.2405,25.87,89,0,2.06,GH,1699923534
439,santa cruz,-17.8,-63.1667,29.7,70,20,4.12,BO,1699923478
440,lesogorsk,56.0458,99.5136,-0.6,84,83,3.58,RU,1699923534
441,olpad,21.3333,72.75,21.32,40,100,3.68,IN,1699923534
442,bosobolo,4.1833,19.9,22.76,94,100,0.5,CD,1699923534
443,bovalino,38.149,16.174,20.19,79,40,3.76,IT,1699923534
444,chimoio,-19.1164,33.4833,18.79,84,100,1.33,MZ,1699923534
445,krasnokholm,51.5979,54.1567,6.59,74,100,5.75,RU,1699923534
446,porbandar,21.6422,69.6093,24.56,28,3,4.43,IN,1699923534
447,bouna,9.2667,-3.0,25.48,46,100,0.82,CI,1699923534
448,galliano,29.4422,-90.2992,18.0,94,100,4.63,US,1699923534
449,chicoana,-25.1009,-65.5331,20.03,82,99,1.52,AR,1699923534
450,huanan,46.2167,130.5167,-8.81,93,85,2.78,CN,1699923514
451,parnamirim,-5.9156,-35.2628,26.94,78,20,4.12,BR,1699923534
452,aden,12.7794,45.0367,26.67,75,72,5.48,YE,1699923534
453,merizo village,13.2658,144.6691,31.31,82,16,8.56,GU,1699923302
454,daruvar,45.5906,17.225,11.86,84,98,3.59,HR,1699923535
455,khadan khak,30.7477,67.7085,7.26,39,24,1.34,PK,1699923535
456,seaford,50.7714,0.1027,14.1,86,100,7.15,GB,1699923535
457,tvoroyri,61.5556,-6.8111,8.11,78,4,10.67,FO,1699923535
458,vallegrande,-18.4897,-64.1069,17.14,80,43,2.94,BO,1699923535
459,arar,30.9753,41.0381,17.01,34,20,2.06,SA,1699923535
460,andovoranto,-18.95,49.1,22.46,91,98,1.46,MG,1699923381
461,puerto el triunfo,13.2833,-88.55,26.79,84,57,0.3,SV,1699923535
462,ixtapa,20.7,-105.2,25.42,85,59,0.3,MX,1699923535
463,aykhal,66.0,111.5,-9.03,92,100,4.89,RU,1699923403
464,fisterra,42.9049,-9.2629,18.75,96,100,12.82,ES,1699923535
465,port moresby,-9.4431,147.1797,30.68,51,20,1.54,PG,1699923535
466,moyale,3.5167,39.0584,19.83,86,100,2.64,KE,1699923535
467,mont-laurier,46.5501,-75.4993,-2.21,91,97,1.94,CA,1699923535
468,shagonar,51.5333,92.8,-7.14,92,100,0.73,RU,1699923535
469,carauari,-4.8828,-66.8958,24.7,89,73,0.38,BR,1699923269
470,taulaga,-11.0553,-171.0883,28.68,75,100,4.08,AS,1699923536
471,vikhorevka,56.1201,101.1636,0.77,86,100,4.11,RU,1699923536
472,kalach,50.4258,41.0261,5.19,81,100,2.74,RU,1699923536
473,shijiang,27.0819,110.7933,8.35,77,15,0.28,CN,1699923536
474,mangrol,21.1167,70.1167,23.99,36,79,3.46,IN,1699923536
475,flying fish cove,-10.4217,105.6791,25.82,78,100,3.6,CX,1699923536
476,sechura,-5.5569,-80.8222,21.23,77,12,7.8,PE,1699923536
477,butte,39.6499,-121.5677,17.32,54,25,1.16,US,1699923369
478,totness,5.8833,-56.3167,27.09,82,34,4.88,SR,1699923536
479,isla mujeres,21.2311,-86.731,26.76,84,100,6.42,MX,1699923536
480,sete lagoas,-19.4658,-44.2467,31.6,34,60,1.35,BR,1699923536
481,banket,-17.3833,30.4,19.23,55,35,2.74,ZW,1699923536
482,bahia de kino,28.8333,-111.9333,27.73,54,33,3.17,MX,1699923536
483,mirnyy,62.5353,113.9611,-9.87,92,96,4.02,RU,1699923536
484,borovichi,58.3878,33.9155,3.34,94,100,1.79,RU,1699923537
485,puerto baquerizo moreno,-0.9,-89.6,23.66,84,100,4.9,EC,1699923319
486,arraial do cabo,-22.9661,-42.0278,24.98,88,0,2.57,BR,1699923368
487,griffith,41.5284,-87.4237,12.96,36,0,0.0,US,1699923537
488,tamandare,-8.7597,-35.1047,25.1,86,100,2.79,BR,1699923537
489,le port,-20.9373,55.2919,22.72,79,21,2.02,RE,1699923537
490,dolinsk,47.35,142.8,-2.93,78,100,2.66,RU,1699923537
491,el jadid,33.2549,-8.506,20.0,66,5,3.63,MA,1699923537
492,tabriz,38.08,46.2919,7.7,57,0,3.09,IR,1699923537
493,porto velho,-8.7619,-63.9039,27.03,83,40,1.54,BR,1699923537
494,miracema do tocantins,-9.5618,-48.3967,27.9,41,0,1.0,BR,1699923537
495,aral,40.5156,81.2636,4.0,39,0,3.23,CN,1699923537
496,puerto quijarro,-17.7833,-57.7667,30.51,47,76,0.93,BO,1699923537
497,vadso,70.0744,29.7487,-7.91,86,88,6.17,NO,1699923365
498,bethanie,-26.4833,17.15,22.9,10,0,1.56,NA,1699923537
499,saynshand,44.8824,110.1163,-6.16,48,0,2.04,MN,1699923538
500,letlhakeng,-24.0944,25.0298,21.5,54,0,5.1,BW,1699923538
501,micheweni,-4.9667,39.8333,25.9,85,8,1.49,TZ,1699923538
502,awjilah,29.1081,21.2869,18.58,85,0,3.75,LY,1699923538
503,saint-francois,46.4154,3.9054,18.69,74,100,6.69,FR,1699923538
504,lohardaga,23.4333,84.6833,15.88,70,100,0.84,IN,1699923538
505,klyuchi,52.2667,79.1667,3.16,92,99,4.15,RU,1699923538
506,hobyo,5.3505,48.5268,26.37,84,32,2.22,SO,1699923538
507,bati,11.1833,40.0167,17.48,72,48,2.33,ET,1699923538
508,san francisco de la paz,14.9,-86.2,25.84,98,100,1.18,HN,1699923538
509,youghal,51.95,-7.8506,11.56,100,96,9.21,IE,1699923461
510,yatou,37.15,122.3833,6.54,47,100,3.3,CN,1699923538
511,nova sintra,14.8667,-24.7167,23.72,72,100,5.32,CV,1699923266
512,lospalos,-8.5186,127.0025,30.64,46,16,2.02,TL,1699923538
513,salekhard,66.53,66.6019,-20.66,100,100,0.36,RU,1699923538
514,villa elisa,-25.3667,-57.6167,26.77,74,75,5.14,PY,1699923539
515,khandyga,62.6667,135.6,-28.01,99,65,1.32,RU,1699923539
516,ranot,7.7777,100.3213,27.89,77,83,3.4,TH,1699923539
517,piacabucu,-10.4056,-36.4344,24.5,84,83,3.27,BR,1699923539
518,guinticgan,11.5641,123.1236,27.49,83,100,6.61,PH,1699923539
519,hell-ville,-13.4,48.2667,26.8,78,99,1.47,MG,1699923539
520,saint-louis,16.3333,-15.0,27.8,17,17,3.9,SN,1699923539
521,malchin,53.7333,12.7833,9.26,79,100,8.58,DE,1699923539
522,fort st. john,56.2499,-120.8529,-4.06,93,75,6.17,CA,1699923539
523,idri,27.5,13.2667,17.96,54,96,3.5,LY,1699923539
524,kijang,35.2442,129.2139,4.85,36,4,1.71,KR,1699923539
525,byron bay,-28.65,153.6167,27.06,69,55,3.71,AU,1699923379
526,zhezqazghan,47.7833,67.7667,-0.68,93,20,4.0,KZ,1699923539
527,cabedelo,-6.9811,-34.8339,25.37,79,62,3.94,BR,1699923382
528,adjumani,3.3779,31.7909,19.78,95,21,0.84,UG,1699923539
529,yerofey pavlovich,53.9667,121.9667,-7.71,58,100,0.64,RU,1699923539
530,viedma,-40.8135,-62.9967,19.53,24,94,7.68,AR,1699923539
531,dzhambeyty,50.2536,52.595,6.71,68,100,4.37,KZ,1699923540
532,burang,30.25,81.1667,-4.92,48,61,1.27,CN,1699923540
533,sidi akkacha,36.4647,1.3026,16.16,55,6,1.65,DZ,1699923540
534,riachao das neves,-11.7461,-44.91,25.72,33,0,0.43,BR,1699923540
535,tandalti,13.0167,31.8667,30.55,28,0,4.05,SD,1699923540
536,melo,-32.3667,-54.1833,15.34,96,100,4.22,UY,1699923540
537,kidal,18.4411,1.4078,24.19,15,0,4.81,ML,1699923540
538,sheksna,59.21,38.5107,1.07,99,100,3.96,RU,1699923540
539,semdinli,37.3051,44.5742,9.21,77,9,0.54,TR,1699923540
540,pisco,-13.7,-76.2167,20.01,88,0,5.14,PE,1699923540
541,afaahiti,-17.75,-149.2833,27.93,89,99,5.98,PF,1699923540
542,jarocin,51.9727,17.5026,8.23,92,46,6.7,PL,1699923540
543,ak'ordat,15.5486,37.8867,26.12,67,18,1.4,ER,1699923540
544,novi pazar,43.1367,20.5122,7.62,73,100,1.73,RS,1699923540
545,zalukokoazhe,43.9039,43.2156,11.02,82,100,2.65,RU,1699923540
546,nova vicosa,-17.8919,-39.3719,24.84,81,83,7.37,BR,1699923541
547,kone,-21.0595,164.8658,28.27,40,5,3.98,NC,1699923283
548,donaldsonville,30.101,-90.9929,16.97,94,100,4.12,US,1699923541
549,kokopo,-4.352,152.2633,29.25,62,75,2.36,PG,1699923541
550,arinos,-15.9169,-46.1056,27.17,29,0,0.1,BR,1699923541
551,condom,43.9167,0.3333,18.14,96,100,1.66,FR,1699923541
552,kulhudhuffushi,6.6221,73.07,27.57,74,31,1.93,MV,1699923541
553,taksimo,56.3444,114.8794,-12.34,84,44,0.38,RU,1699923541
554,manokwari,-0.8667,134.0833,28.92,72,100,2.48,ID,1699923541
555,masuguru,-11.3667,38.4167,25.36,81,100,0.33,TZ,1699923541
556,harper,4.375,-7.7169,25.5,90,10,2.65,LR,1699923409
557,poronaysk,49.2167,143.1167,-3.36,72,16,3.5,RU,1699923542
558,saint-philippe,-21.3585,55.7679,21.77,80,58,3.22,RE,1699923542
559,cuatro cienegas de carranza,26.9833,-102.0833,13.9,93,100,2.99,MX,1699923542
560,xingcheng,40.6167,120.7167,4.53,36,100,1.85,CN,1699923542
561,oranjemund,-28.55,16.4333,15.87,75,0,0.22,NA,1699923542
562,daru,-9.0763,143.2092,28.95,58,28,3.56,PG,1699923542
563,abeche,13.8292,20.8324,29.66,36,99,2.49,TD,1699923542
564,ojinaga,29.5667,-104.4167,16.43,88,0,2.57,MX,1699923543
565,issoire,45.55,3.25,17.59,87,100,2.57,FR,1699923543
566,taltal,-25.4,-70.4833,17.92,67,45,1.99,CL,1699923543
567,pereira barreto,-20.6383,-51.1092,30.55,31,61,1.18,BR,1699923543
568,ludza,56.55,27.7167,2.81,97,100,3.98,LV,1699923543
569,sirjan,29.452,55.6814,13.12,21,100,3.14,IR,1699923544
570,porto belo,-27.1578,-48.5531,23.31,100,100,1.92,BR,1699923544
571,mil'kovo,55.6078,37.7956,5.23,78,100,6.79,RU,1699923544
572,kodinsk,58.6881,99.1844,0.8,98,100,4.24,RU,1699923544
573,la ronge,55.1001,-105.2842,2.14,64,100,6.17,CA,1699923545
574,yingkou,40.6648,122.2283,4.52,61,100,2.58,CN,1699923545
575,dehdasht,30.7949,50.5646,16.96,38,78,1.15,IR,1699923545
576,mathis,28.0945,-97.828,17.03,97,100,4.73,US,1699923545
